DATE_CONVERTED,SALES,COST_OF_SALES,QUANTITY_SOLD,PRICE_PER_UNIT,GROSS_PROFIT,GROSS_PROFIT_PERCENT,GROSS_PROFIT_PER_UNIT,MONTH,MONTH_NUMBER
2014-03-17,243707.87190,250794.22130,7494,32.52039923939,-7086.34940,-0.02907722818,-0.94560306912,F03onth,3
2014-03-18,94849.74380,90571.58892,2707,35.03869368304,4278.15488,0.04510454861,1.58040446250,F03onth,3
2014-03-19,92386.78307,88255.84099,2637,35.03480586651,4130.94208,0.04471356121,1.56653093667,F03onth,3
2014-03-20,180394.82770,172344.30440,5149,35.03492478151,8050.52330,0.04462724016,1.56351200233,F03onth,3
2014-03-21,200939.69240,192019.14430,5735,35.03743546643,8920.54810,0.04439415624,1.55545738448,F03onth,3
2014-03-22,172953.92470,165201.30500,4936,35.03928782415,7752.61970,0.04482476887,1.57062797812,F03onth,3
2014-03-23,70194.79954,67061.62271,2003,35.04483252122,3133.17683,0.04463545520,1.56424205192,F03onth,3
2014-03-24,81378.21463,77703.64633,2323,35.03151727508,3674.56830,0.04515420149,1.58182018941,F03onth,3
2014-03-25,130227.01470,127394.28920,3822,34.07300227630,2832.72550,0.02175221099,0.74116313448,F03onth,3
2014-03-26,125310.03640,122275.10260,3666,34.18167932351,3034.93380,0.02421939924,0.82785973813,F03onth,3
2014-03-27,119452.33960,118186.57500,3543,33.71502670054,1265.76460,0.01059639857,0.35725786057,F03onth,3
2014-03-28,276174.76930,271550.89560,8130,33.96983632226,4623.87370,0.01674256382,0.56874215252,F03onth,3
2014-03-29,357369.26690,352250.83010,10518,33.97692212398,5118.43680,0.01432254330,0.48663593839,F03onth,3
2014-03-30,163865.49030,160525.42690,4791,34.20277401378,3340.06340,0.02038295796,0.69715370486,F03onth,3
2014-03-31,190719.61450,187072.59520,5583,34.16077637471,3647.01930,0.01912241334,0.65323648576,F03onth,3
2014-04-01,244535.20520,239700.68480,7155,34.17682812020,4834.52040,0.01977024288,0.67568419287,F04onth,4
2014-04-02,155620.50380,153366.01880,4575,34.01541066667,2254.48500,0.01448706915,0.49278360656,F04onth,4
2014-04-03,136001.97820,134523.06860,3997,34.02601406055,1478.90960,0.01087417712,0.37000490368,F04onth,4
2014-04-04,190559.88750,187742.30000,5558,34.28569404462,2817.58750,0.01478583734,0.50694269521,F04onth,4
2014-04-05,217110.50250,213540.73420,6320,34.35292761076,3569.76830,0.01644217234,0.56483675633,F04onth,4
2014-04-06,119190.10000,116856.31460,3447,34.57792283145,2333.78540,0.01958036280,0.67704827386,F04onth,4
2014-04-07,131910.19750,130784.44470,3854,34.22682861962,1125.75280,0.00853423633,0.29209984432,F04onth,4
2014-04-08,118921.30770,115305.80520,3394,35.03868818503,3615.50250,0.03040247850,1.06526296405,F04onth,4
2014-04-09,124828.28280,121264.70310,3563,35.03460084199,3563.57970,0.02854785486,1.00016269997,F04onth,4
2014-04-10,179326.49020,183278.50240,5380,33.33206137546,-3952.01220,-0.02203808370,-0.73457475836,F04onth,4
2014-04-11,318949.81710,326322.52600,9573,33.31764515826,-7372.70890,-0.02311557651,-0.77015657579,F04onth,4
2014-04-12,375031.10930,383727.19400,11250,33.33609860444,-8696.08470,-0.02318763560,-0.77298530667,F04onth,4
2014-04-13,166393.54070,170061.86410,4990,33.34539893788,-3668.32340,-0.02204606852,-0.73513494990,F04onth,4
2014-04-14,193652.32780,198212.06870,5810,33.33086537005,-4559.74090,-0.02354601647,-0.78480910499,F04onth,4
2014-04-15,249805.51720,255956.65400,7497,33.32073058557,-6151.13680,-0.02462370275,-0.82047976524,F04onth,4
2014-04-16,294023.41090,301522.35230,8821,33.33220846843,-7498.94140,-0.02550457250,-0.85012372747,F04onth,4
2014-04-17,612236.00580,627927.75870,18366,33.33529379288,-15691.75290,-0.02563023532,-0.85439142437,F04onth,4
2014-04-18,464815.51790,476692.54370,13940,33.34401132712,-11877.02580,-0.02555212841,-0.85201045911,F04onth,4
2014-04-19,360480.94040,369765.61280,10814,33.33465326429,-9284.67240,-0.02575634759,-0.85857891622,F04onth,4
2014-04-20,114279.57730,117190.82620,3429,33.32737745698,-2911.24890,-0.02547479584,-0.84900813648,F04onth,4
2014-04-21,161170.82040,165415.08380,4834,33.34108820852,-4244.26340,-0.02633394426,-0.87800235830,F04onth,4
2014-04-22,182483.14650,187344.73720,5475,33.33025506849,-4861.59070,-0.02664131342,-0.88796177169,F04onth,4
2014-04-23,109358.41250,106849.89880,3121,35.03954261455,2508.51370,0.02293846118,0.80375318808,F04onth,4
2014-04-24,98430.11411,96197.48223,2809,35.04098045924,2232.63188,0.02268240670,0.79481377002,F04onth,4
2014-04-25,295741.34700,292327.02830,8537,34.64230373668,3414.31870,0.01154494877,0.39994362188,F04onth,4
2014-04-26,285053.97990,281159.58110,8209,34.72456814472,3894.39880,0.01366196957,0.47440599342,F04onth,4
2014-04-27,124964.79650,123042.15900,3592,34.78975403675,1922.63750,0.01538543297,0.53525542873,F04onth,4
2014-04-28,124175.80840,122516.06570,3576,34.72477863535,1659.74270,0.01336607123,0.46413386465,F04onth,4
2014-04-29,131842.57160,130405.26390,3807,34.63161849225,1437.30770,0.01090169649,0.37754339375,F04onth,4
2014-04-30,154850.05730,150644.34820,4398,35.20919902228,4205.70910,0.02715988081,0.95627764893,F04onth,4
2014-05-01,180294.26870,175656.65040,5124,35.18623510929,4637.61830,0.02572249431,0.90507773224,F05onth,5
2014-05-02,163849.03580,157300.62560,4581,35.76708923816,6548.41020,0.03996611984,1.42947177472,F05onth,5
2014-05-03,131436.79240,127601.94470,3697,35.55228358128,3834.84770,0.02917636401,1.03728636732,F05onth,5
2014-05-04,93082.04396,91601.50654,2642,35.23165933384,1480.53742,0.01590572528,0.56038509463,F05onth,5
2014-05-05,110887.01330,109460.15320,3154,35.15758189601,1426.86010,0.01286769350,0.45239698795,F05onth,5
2014-05-06,119385.57540,115693.10660,3324,35.91623808664,3692.46880,0.03092893583,1.11085102286,F05onth,5
2014-05-07,91719.58938,93157.17058,2677,34.26208045573,-1437.58120,-0.01567365499,-0.53701202839,F05onth,5
2014-05-08,96335.44895,93696.21614,2683,35.90586990309,2639.23281,0.02739627872,0.98368721953,F05onth,5
2014-05-09,303226.29840,325836.94010,9328,32.50710746141,-22610.64170,-0.07456688889,-2.42395387007,F05onth,5
2014-05-10,431695.70920,465253.81570,13306,32.44368774989,-33558.10650,-0.07773555721,-2.52202814520,F05onth,5
2014-05-11,200407.27710,215907.82490,6173,32.46513479670,-15500.54780,-0.07734523429,-2.51102345699,F05onth,5
2014-05-12,183413.70830,197835.49510,5653,32.44537560587,-14421.78680,-0.07862981962,-2.55117403149,F05onth,5
2014-05-13,146166.60110,157693.18930,4503,32.45982702643,-11526.58820,-0.07885924769,-2.55975753942,F05onth,5
2014-05-14,201120.72760,218098.76190,6253,32.16387775468,-16978.03430,-0.08441712847,-2.71518220054,F05onth,5
2014-05-15,270123.55080,289864.79850,8408,32.12696845861,-19741.24770,-0.07308229009,-2.34791242864,F05onth,5
2014-05-16,415315.38390,441790.76720,12949,32.07316270754,-26475.38330,-0.06374765859,-2.04458902618,F05onth,5
2014-05-17,498716.99760,526707.37700,15508,32.15869213309,-27990.37940,-0.05612477524,-1.80489936807,F05onth,5
2014-05-18,166433.17210,174376.63250,5141,32.37369618751,-7943.46040,-0.04772762725,-1.54511970434,F05onth,5
2014-05-19,168520.62940,175540.11550,5194,32.44525017328,-7019.48610,-0.04165357158,-1.35146055064,F05onth,5
2014-05-20,178123.53210,187748.17220,5550,32.09433010811,-9624.64010,-0.05403351251,-1.73416938739,F05onth,5
2014-05-21,194878.80260,204460.66540,6070,32.10523930807,-9581.86280,-0.04916831729,-1.57856059308,F05onth,5
2014-05-22,115475.09690,115011.32260,3421,33.75477839813,463.77430,0.00401622785,0.13556688103,F05onth,5
2014-05-23,430521.02450,449274.18630,13384,32.16684283473,-18753.16180,-0.04355922413,-1.40116271668,F05onth,5
2014-05-24,590642.82570,614245.79410,18356,32.17709880693,-23602.96840,-0.03996149174,-1.28584486816,F05onth,5
2014-05-25,210764.71800,217364.46300,6500,32.42534123077,-6599.74500,-0.03131332921,-1.01534538462,F05onth,5
2014-05-26,218189.34850,225607.59520,6752,32.31477317832,-7418.24670,-0.03399912393,-1.09867397808,F05onth,5
2014-05-27,226132.46390,234496.51280,7023,32.19884150648,-8364.04890,-0.03698738675,-1.19095100384,F05onth,5
2014-05-28,243720.86800,252929.29470,7579,32.15739121256,-9208.42670,-0.03778267645,-1.21499230769,F05onth,5
2014-05-29,207429.42900,215118.84650,6448,32.16957645782,-7689.41750,-0.03707004130,-1.19252752792,F05onth,5
2014-05-30,503149.43130,521651.08610,15637,32.17685178103,-18501.65480,-0.03677168978,-1.18319721174,F05onth,5
2014-05-31,603748.78950,626259.38680,18775,32.15705936085,-22510.59730,-0.03728470796,-1.19896656724,F05onth,5
2014-06-01,456017.46310,473223.98070,14188,32.14106731745,-17206.51760,-0.03773214623,-1.21275145193,F06onth,6
2014-06-02,425845.19600,442155.99120,13256,32.12471303561,-16310.79520,-0.03830217026,-1.23044622812,F06onth,6
2014-06-03,328217.77000,340913.59170,10223,32.10581727477,-12695.82170,-0.03868109183,-1.24188806613,F06onth,6
2014-06-04,286405.99880,296902.67250,8904,32.16599267745,-10496.67370,-0.03664962935,-1.17887170934,F06onth,6
2014-06-05,184989.88870,192824.89010,5783,31.98856799239,-7835.00140,-0.04235367379,-1.35483337368,F06onth,6
2014-06-06,288118.30440,300213.55940,9005,31.99536972793,-12095.25500,-0.04198016862,-1.34317101610,F06onth,6
2014-06-07,391930.87800,407438.91960,12222,32.06765488463,-15508.04160,-0.03956830776,-1.26886283751,F06onth,6
2014-06-08,193772.58110,201254.71250,6037,32.09749562697,-7482.13140,-0.03861295214,-1.23937906245,F06onth,6
2014-06-09,214177.98340,220255.21920,6607,32.41682812169,-6077.23580,-0.02837469895,-0.91981773876,F06onth,6
2014-06-10,188334.52120,195254.78100,5857,32.15545863070,-6920.25980,-0.03674451054,-1.18153658870,F06onth,6
2014-06-11,174324.99480,180978.60100,5429,32.10996404494,-6653.60620,-0.03816782675,-1.22556754467,F06onth,6
2014-06-12,200271.56430,207757.70300,6232,32.13600197368,-7486.13870,-0.03737993822,-1.20124176829,F06onth,6
2014-06-13,468701.63020,486180.54440,14585,32.13586768598,-17478.91420,-0.03729219843,-1.19841715461,F06onth,6
2014-06-14,473425.75420,492135.29230,14745,32.10754521533,-18709.53810,-0.03951947678,-1.26887338759,F06onth,6
2014-06-15,224232.12140,233554.03220,6991,32.07439871263,-9321.91080,-0.04157259335,-1.33341593477,F06onth,6
2014-06-16,185606.27500,193340.31540,5788,32.06742829993,-7734.04040,-0.04166906749,-1.33621983414,F06onth,6
2014-06-17,212687.50940,221403.64500,6632,32.06988983715,-8716.13560,-0.04098094723,-1.31425446321,F06onth,6
2014-06-18,184259.69240,192057.51080,5752,32.03402162726,-7797.81840,-0.04231971897,-1.35567079277,F06onth,6
2014-06-19,113735.81620,119544.01980,3578,31.78753946339,-5808.20360,-0.05106749830,-1.62331011738,F06onth,6
2014-06-20,203165.08300,205350.64310,6119,33.20233420494,-2185.56010,-0.01075755769,-0.35717602549,F06onth,6
2014-06-21,203345.24460,206918.91260,6161,33.00523366337,-3573.66800,-0.01757438689,-0.58004674566,F06onth,6
2014-06-22,134944.48900,135372.52700,4015,33.61008443337,-428.03800,-0.00317195614,-0.10660971357,F06onth,6
2014-06-23,138298.21020,139206.02690,4133,33.46194294701,-907.81670,-0.00656419703,-0.21965078635,F06onth,6
2014-06-24,36692.67986,35299.06424,1047,35.04553950334,1393.61562,0.03798075325,1.33105598854,F06onth,6
2014-06-25,56077.54269,53925.25763,1601,35.02657257339,2152.28506,0.03838051663,1.34433795128,F06onth,6
2014-06-26,55780.70745,53688.24120,1592,35.03813282035,2092.46625,0.03751236486,1.31436322236,F06onth,6
2014-06-27,131721.23830,127302.42710,3759,35.04156379356,4418.81120,0.03354668736,1.17552838521,F06onth,6
2014-06-28,146169.07660,141012.32940,4172,35.03573264621,5156.74720,0.03527933076,1.23603720038,F06onth,6
2014-06-29,62073.58541,60083.86984,1772,35.03024007336,1989.71557,0.03205414279,1.12286431716,F06onth,6
2014-06-30,93619.84699,90294.37609,2672,35.03736788548,3325.47090,0.03552100337,1.24456246257,F06onth,6
2014-07-01,180183.03140,173842.92090,5143,35.03461625510,6340.11050,0.03518705647,1.23276502042,F07onth,7
2014-07-02,104760.70620,101615.73200,2990,35.03702548495,3144.97420,0.03002055173,1.05183083612,F07onth,7
2014-07-03,93450.53368,90927.08966,2667,35.03957018373,2523.44402,0.02700299207,0.94617323585,F07onth,7
2014-07-04,98087.55590,95423.27399,2799,35.04378560200,2664.28191,0.02716228257,0.95186920686,F07onth,7
2014-07-05,117562.26290,114395.62760,3355,35.04091293592,3166.63530,0.02693581445,0.94385552906,F07onth,7
2014-07-06,70153.08097,68252.24221,2002,35.04149898601,1900.83876,0.02709558488,0.94946991009,F07onth,7
2014-07-07,68918.41529,66990.88135,1967,35.03732348246,1927.53394,0.02796834390,0.97993591256,F07onth,7
2014-07-08,108417.40280,105373.30000,3094,35.04117737557,3044.10280,0.02807762150,0.98387291532,F07onth,7
2014-07-09,81802.60821,79496.49424,2335,35.03323692077,2306.11397,0.02819120344,0.98762910921,F07onth,7
2014-07-10,103998.55970,101270.97110,2968,35.03994599057,2727.58860,0.02622717668,0.91899885445,F07onth,7
2014-07-11,134018.08930,130633.26270,3825,35.03740896732,3384.82660,0.02525649051,0.88492198693,F07onth,7
2014-07-12,99277.29950,96688.49781,2833,35.04316960819,2588.80169,0.02607647169,0.91380222026,F07onth,7
2014-07-13,49705.23200,48370.30899,1419,35.02835236082,1334.92301,0.02685679065,0.94074912615,F07onth,7
2014-07-14,75384.57455,73393.44659,2151,35.04629221292,1991.12796,0.02641293623,0.92567548117,F07onth,7
2014-07-15,110288.23420,107437.38100,3148,35.03438189327,2850.85320,0.02584911456,0.90560775095,F07onth,7
2014-07-16,156536.68620,164641.35400,4825,32.44283651813,-8104.66780,-0.05177487780,-1.67972389637,F07onth,7
2014-07-17,80823.05920,78844.86050,2307,35.03383580407,1978.19870,0.02447567216,0.85747667967,F07onth,7
2014-07-18,124615.68560,121612.17890,3557,35.03392904133,3003.50670,0.02410215605,0.84439322463,F07onth,7
2014-07-19,242758.95050,255779.85450,7485,32.43272551770,-13020.90400,-0.05363717372,-1.73959973280,F07onth,7
2014-07-20,85078.24369,83020.51413,2428,35.04046280478,2057.72956,0.02418631921,0.84749981878,F07onth,7
2014-07-21,86738.06743,84643.27183,2475,35.04568381010,2094.79560,0.02415082169,0.84638206061,F07onth,7
2014-07-22,56673.61581,55278.70783,1618,35.02695661928,1394.90798,0.02461300484,0.86211865266,F07onth,7
2014-07-23,165742.17050,173725.35750,5106,32.46027624363,-7983.18700,-0.04816629935,-1.56349138269,F07onth,7
2014-07-24,95618.24880,92416.90384,2729,35.03783393184,3201.34496,0.03348048098,1.17308353243,F07onth,7
2014-07-25,515698.79580,538260.27180,15897,32.44000728439,-22561.47600,-0.04374932845,-1.41922853369,F07onth,7
2014-07-26,562590.36650,586670.51410,17343,32.43904552269,-24080.14760,-0.04280227504,-1.38846494839,F07onth,7
2014-07-27,266305.92590,277238.01040,8207,32.44863237480,-10932.08450,-0.04105084956,-1.33204392592,F07onth,7
2014-07-28,292634.74570,304508.37900,9018,32.45007160124,-11873.63330,-0.04057492651,-1.31665927035,F07onth,7
2014-07-29,212360.99310,221017.07310,6548,32.43142839035,-8656.08000,-0.04076115803,-1.32194257789,F07onth,7
2014-07-30,198019.33210,205903.82490,6102,32.45154573910,-7884.49280,-0.03981678312,-1.29211615864,F07onth,7
2014-07-31,295508.32730,307222.39540,9108,32.44491955424,-11714.06810,-0.03964039933,-1.28612956741,F07onth,7
2014-08-01,611894.67320,636341.31590,18867,32.43200684794,-24446.64270,-0.03995237052,-1.29573555414,F08onth,8
2014-08-02,628685.21880,653779.96350,19384,32.43320361123,-25094.74470,-0.03991623145,-1.29461126187,F08onth,8
2014-08-03,307272.68370,319500.00950,9473,32.43668148422,-12227.32580,-0.03979307777,-1.29075538900,F08onth,8
2014-08-04,362106.53260,376645.75090,11170,32.41777373321,-14539.21830,-0.04015177024,-1.30163100269,F08onth,8
2014-08-05,262349.59100,272809.29040,8091,32.42486602398,-10459.69940,-0.03986931849,-1.29275731059,F08onth,8
2014-08-06,80697.90350,77649.63653,2303,35.04034020842,3048.26697,0.03777380623,1.32360702128,F08onth,8
2014-08-07,103272.62270,99367.23322,2947,35.04330597218,3905.38948,0.03781630967,1.32520851035,F08onth,8
2014-08-08,439421.42210,456509.62190,13542,32.44878320041,-17088.19980,-0.03888795343,-1.26186677005,F08onth,8
2014-08-09,408616.35060,424340.94940,12588,32.46078412774,-15724.59880,-0.03848254916,-1.24917372100,F08onth,8
2014-08-10,195866.77300,203331.43480,6032,32.47128199602,-7464.66180,-0.03811091430,-1.23751024536,F08onth,8
2014-08-11,232347.35320,241134.52780,7158,32.45981464096,-8787.17460,-0.03781912933,-1.22760192791,F08onth,8
2014-08-12,190325.18110,197438.11160,5863,32.46208103360,-7112.93050,-0.03737251403,-1.21318957871,F08onth,8
2014-08-13,197698.11860,205114.12890,6092,32.45208775443,-7416.01030,-0.03751178996,-1.21733589954,F08onth,8
2014-08-14,177908.83560,184687.52910,5485,32.43552153145,-6778.69350,-0.03810206209,-1.23586025524,F08onth,8
2014-08-15,473321.88250,491559.42300,14587,32.44819925276,-18237.54050,-0.03853094728,-1.25025985467,F08onth,8
2014-08-16,541600.89220,562953.37080,16686,32.45840178593,-21352.47860,-0.03942474783,-1.27966430541,F08onth,8
2014-08-17,239513.97900,249203.12080,7380,32.45446869919,-9689.14180,-0.04045334573,-1.31289184282,F08onth,8
2014-08-18,255224.22260,265532.54620,7864,32.45475872330,-10308.32360,-0.04038928396,-1.31082446592,F08onth,8
2014-08-19,160372.03970,167021.15780,4941,32.45740532281,-6649.11810,-0.04146058198,-1.34570291439,F08onth,8
2014-08-20,171587.33230,174723.17540,5151,33.31146035721,-3135.84310,-0.01827549306,-0.60878336245,F08onth,8
2014-08-21,164208.06060,167239.64880,4928,33.32144086851,-3031.58820,-0.01846187202,-0.61517617695,F08onth,8
2014-08-22,376778.83570,384006.04530,11309,33.31672435229,-7227.20960,-0.01918156997,-0.63906707932,F08onth,8
2014-08-23,453633.47400,463250.07130,13613,33.32354910747,-9616.59730,-0.02119904692,-0.70642748108,F08onth,8
2014-08-24,214392.40090,218347.79780,6424,33.37366141034,-3955.39690,-0.01844933348,-0.61572180884,F08onth,8
